,tucaseid,erbmi,erincome,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eusnap,eugenhth,eugroshp,euhgt,euinclvl,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,bmi_class
0,20140101140007,33.200001,,30.0,2.0,,2.0,1.0,2.0,,2.0,,,1.0,1.0,1.0,1.0,60,5,1.0,2.0,1.0,,2.0,1.0,2.0,170,2
1,20140101140011,22.700001,1.0,45.0,14.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,63,5,1.0,2.0,1.0,,1.0,2.0,2.0,128,1
2,20140101140028,49.400002,5.0,60.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,2.0,62,5,,,2.0,2.0,,,,270,2
4,20140101140168,31.0,5.0,65.0,,,1.0,2.0,1.0,5.0,2.0,,,1.0,1.0,4.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,210,2
5,20140101140559,30.700001,1.0,20.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,71,5,,,2.0,1.0,,,,220,2
6,20140101140610,33.299999,1.0,30.0,5.0,,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,2.0,3.0,65,5,1.0,2.0,3.0,2.0,2.0,5.0,2.0,200,2
7,20140101140614,27.5,1.0,30.0,5.0,,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,63,5,1.0,2.0,1.0,,1.0,3.0,2.0,155,1
8,20140101140639,25.799999,1.0,117.0,10.0,,2.0,1.0,1.0,6.0,2.0,,,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,,1.0,4.0,2.0,180,1
9,20140101140665,28.299999,1.0,80.0,,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,65,5,1.0,2.0,1.0,1.0,3.0,1.0,2.0,170,1
10,20140101140685,40.5,1.0,35.0,20.0,1.0,1.0,1.0,2.0,,1.0,5.0,2.0,1.0,2.0,4.0,1.0,70,5,,,2.0,1.0,1.0,1.0,,282,2
11,20140101140702,28.0,5.0,,5.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,56,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,125,1
12,20140101140725,27.9,1.0,25.0,10.0,,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,2.0,3.0,2.0,77,5,,,2.0,2.0,,,,235,1
13,20140101140759,30.4,5.0,150.0,5.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,68,5,,,2.0,1.0,,,,200,2
14,20140101140792,26.799999,5.0,,300.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,68,5,,,2.0,,,,,176,1
15,20140101140804,32.900002,1.0,80.0,,,2.0,2.0,2.0,,1.0,3.0,1.0,1.0,2.0,3.0,2.0,65,5,,,2.0,,,,,198,2
16,20140101140836,25.799999,2.0,105.0,2.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,132,1
17,20140101140852,26.5,1.0,60.0,5.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,,1.0,2.0,1.0,164,1
18,20140101140854,35.200001,,30.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,64,5,,,2.0,1.0,,,,205,2
20,20140101140875,25.299999,1.0,47.0,15.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,70,5,2.0,2.0,3.0,1.0,,,,176,1
21,20140101140876,33.400002,1.0,90.0,,,1.0,2.0,2.0,,1.0,3.0,1.0,1.0,2.0,3.0,3.0,58,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,160,2
22,20140101140885,25.5,,45.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,61,5,1.0,2.0,1.0,,1.0,1.0,2.0,135,1
23,20140101140911,30.0,1.0,180.0,10.0,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,5.0,1.0,65,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,180,1
24,20140101140940,34.299999,1.0,30.0,10.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,2.0,73,5,,,2.0,1.0,,,,260,2
25,20140101140958,29.1,1.0,90.0,10.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,62,5,,,2.0,,1.0,1.0,,159,1
26,20140101140967,23.799999,5.0,65.0,5.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,130,1
27,20140101140973,26.5,5.0,90.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,1.0,2.0,73,5,,,2.0,,,,,201,1
28,20140101140990,36.599998,1.0,10.0,3.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,1.0,72,5,1.0,2.0,3.0,2.0,2.0,6.0,2.0,270,2
29,20140101140995,28.200001,1.0,95.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,,2.0,4.0,2.0,175,1
30,20140101141014,19.799999,1.0,130.0,30.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,2.0,61,5,,,2.0,1.0,,,,105,1
31,20140101141056,21.5,5.0,20.0,,,1.0,2.0,2.0,,2.0,,,1.0,1.0,3.0,2.0,64,5,1.0,2.0,1.0,2.0,,,2.0,125,1
32,20140101141081,21.200001,5.0,130.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,2.0,1.0,75,5,1.0,2.0,1.0,,1.0,2.0,2.0,170,1
33,20140101141134,27.1,1.0,105.0,,,2.0,2.0,1.0,3.0,2.0,,,1.0,2.0,2.0,3.0,70,5,2.0,2.0,3.0,,1.0,6.0,,189,1
34,20140101141177,30.6,1.0,85.0,,,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,64,5,2.0,2.0,1.0,2.0,2.0,2.0,,178,2
35,20140101141179,31.6,,30.0,4.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,1.0,2.0,65,5,1.0,2.0,1.0,2.0,,,2.0,190,2
36,20140101141180,18.299999,1.0,145.0,,,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,65,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,110,1
37,20140101141214,26.5,5.0,60.0,5.0,,2.0,1.0,1.0,5.0,2.0,,,1.0,1.0,3.0,1.0,62,5,1.0,2.0,1.0,,1.0,2.0,2.0,145,1
38,20140101141232,24.200001,2.0,15.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,124,1
39,20140101141282,27.4,5.0,30.0,,,1.0,2.0,2.0,,2.0,,,1.0,1.0,5.0,1.0,62,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,150,1
40,20140101141288,25.799999,5.0,45.0,,,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,71,5,1.0,2.0,1.0,,2.0,1.0,2.0,185,1
41,20140101141321,23.5,1.0,5.0,15.0,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,67,5,,,2.0,2.0,2.0,6.0,,150,1
42,20140101141331,25.700001,1.0,150.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,63,5,1.0,2.0,1.0,,1.0,3.0,2.0,145,1
43,20140101141365,33.700001,2.0,170.0,5.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,4.0,3.0,70,5,1.0,2.0,3.0,,3.0,1.0,1.0,235,2
44,20140101141379,22.5,1.0,45.0,10.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,74,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,175,1
45,20140101141381,25.799999,1.0,120.0,5.0,,2.0,1.0,2.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,67,5,1.0,2.0,1.0,,3.0,3.0,2.0,165,1
46,20140101141386,26.5,1.0,120.0,,,1.0,2.0,1.0,6.0,1.0,7.0,1.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,169,1
47,20140101141409,28.299999,1.0,45.0,,,1.0,2.0,1.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,65,5,,,2.0,2.0,,,,170,1
48,20140101141418,19.5,1.0,134.0,15.0,,1.0,1.0,1.0,14.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,60,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,100,1
49,20140101141430,23.700001,2.0,60.0,30.0,,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,4.0,2.0,72,5,,,2.0,2.0,,,,175,1
50,20140101141449,23.5,1.0,45.0,22.0,,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,67,5,,,2.0,,,,,150,1
51,20140101141488,21.799999,1.0,40.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,1.0,1.0,3.0,1.0,127,1
52,20140101141502,25.799999,3.0,85.0,120.0,,2.0,1.0,1.0,7.0,2.0,,,1.0,2.0,2.0,2.0,69,5,,,2.0,,,,,175,1
53,20140101141515,36.0,1.0,125.0,90.0,1.0,1.0,1.0,2.0,,1.0,4.0,1.0,1.0,2.0,4.0,1.0,68,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,237,2
54,20140101141556,34.900002,1.0,75.0,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,71,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,250,2
55,20140101141584,28.1,1.0,42.0,15.0,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,,1.0,2.0,2.0,190,1
56,20140101141589,29.0,1.0,53.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,5.0,2.0,180,1
57,20140101141629,24.299999,1.0,,55.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,68,5,1.0,2.0,1.0,1.0,2.0,4.0,1.0,160,1
58,20140101141646,29.0,1.0,45.0,20.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,70,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,202,1
59,20140101141661,34.700001,1.0,120.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,74,5,1.0,2.0,3.0,2.0,1.0,6.0,2.0,270,2
61,20140101141687,26.5,1.0,40.0,2.0,,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,70,5,,,2.0,,,,,185,1
62,20140101141690,24.200001,1.0,,10.0,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,66,5,,,2.0,,,,,150,1
63,20140101141724,31.1,5.0,65.0,5.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,65,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,187,2
64,20140101141777,26.6,1.0,70.0,120.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,64,5,,,2.0,2.0,,,,155,1
65,20140101141795,30.1,1.0,60.0,15.0,,2.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,,2.0,4.0,2.0,210,2
66,20140101141796,29.5,1.0,75.0,15.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,74,5,,,2.0,1.0,,,,230,1
67,20140101141817,29.0,1.0,25.0,15.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,1.0,75,5,1.0,2.0,3.0,1.0,2.0,1.0,2.0,232,1
69,20140101141841,20.799999,1.0,140.0,60.0,,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,62,5,2.0,2.0,1.0,2.0,1.0,3.0,,114,1
70,20140101141860,24.4,5.0,17.0,,,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,71,5,1.0,2.0,3.0,2.0,2.0,2.0,2.0,175,1
71,20140101141863,20.799999,5.0,40.0,,,1.0,2.0,2.0,,2.0,,,1.0,1.0,2.0,1.0,62,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,114,1
72,20140101141897,36.599998,1.0,20.0,40.0,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,2.0,62,5,1.0,2.0,1.0,2.0,,,2.0,200,2
73,20140101141928,27.4,1.0,120.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,68,5,,,2.0,1.0,2.0,1.0,,180,1
74,20140101142008,32.0,2.0,65.0,70.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,198,2
75,20140101142020,24.299999,1.0,35.0,20.0,,2.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,,1.0,2.0,2.0,160,1
76,20140101142022,30.200001,1.0,20.0,,,2.0,2.0,1.0,7.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,,1.0,4.0,2.0,165,2
77,20140101142036,26.6,1.0,80.0,7.0,,2.0,1.0,1.0,3.0,2.0,,,1.0,2.0,3.0,2.0,68,5,,,2.0,,,,,175,1
78,20140101142043,37.599998,1.0,40.0,,,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,2.0,2.0,4.0,2.0,240,2
79,20140101142048,21.299999,1.0,50.0,30.0,,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,3.0,1.0,63,5,1.0,2.0,1.0,,1.0,4.0,2.0,120,1
81,20140101142108,33.400002,3.0,90.0,10.0,,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,3.0,1.0,58,5,2.0,2.0,1.0,,1.0,1.0,,160,2
83,20140101142146,28.299999,2.0,120.0,10.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,1.0,65,5,1.0,2.0,1.0,,2.0,2.0,2.0,170,1
84,20140101142168,30.4,1.0,30.0,10.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,,2.0,4.0,2.0,212,2
85,20140101142188,25.200001,,70.0,60.0,,2.0,1.0,1.0,21.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,72,5,1.0,2.0,3.0,,,,1.0,186,1
86,20140101142193,28.6,1.0,45.0,,,2.0,2.0,1.0,10.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,76,5,1.0,2.0,3.0,,1.0,2.0,2.0,235,1
87,20140101142205,32.200001,1.0,30.0,30.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,60,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,165,2
88,20140101142228,31.799999,3.0,,30.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,64,5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,185,2
89,20140101142230,25.799999,3.0,45.0,60.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,1.0,2.0,4.0,2.0,160,1
90,20140101142236,21.1,3.0,106.0,60.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,67,5,,,2.0,1.0,,,,135,1
91,20140101142253,29.1,1.0,120.0,,,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,65,5,2.0,2.0,1.0,2.0,1.0,3.0,,175,1
92,20140101142257,29.299999,,60.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,58,5,,,2.0,1.0,1.0,,,140,1
93,20140101142265,22.299999,5.0,90.0,,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,64,5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,130,1
94,20140101142278,30.700001,2.0,60.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,71,5,,,2.0,,,,,220,2
95,20140101142301,23.6,1.0,29.0,,,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,65,5,1.0,2.0,1.0,,2.0,4.0,2.0,142,1
96,20140101142319,23.6,,45.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,61,5,2.0,2.0,1.0,1.0,2.0,1.0,,125,1
97,20140101142325,28.200001,,90.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,66,5,2.0,2.0,1.0,1.0,1.0,2.0,,175,1
98,20140101142328,23.0,1.0,,20.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,65,5,2.0,2.0,1.0,1.0,2.0,1.0,,138,1
99,20140101142357,31.700001,3.0,25.0,30.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,69,5,1.0,2.0,1.0,1.0,,,2.0,215,2
100,20140101142363,27.5,1.0,75.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,,1.0,2.0,2.0,160,1
101,20140101142378,29.0,3.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,1.0,1.0,6.0,1.0,185,1
102,20140101142406,24.799999,1.0,,20.0,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,2.0,3.0,1.0,2.0,168,1
103,20140101142416,32.900002,1.0,40.0,50.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,180,2
104,20140101142417,19.700001,1.0,90.0,10.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,115,1
105,20140101142433,17.200001,1.0,60.0,35.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,1.0,2.0,64,5,1.0,2.0,3.0,2.0,,,2.0,100,1
106,20140101142452,25.6,1.0,15.0,30.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,140,1
107,20140110130935,35.400002,1.0,180.0,630.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,5.0,3.0,63,5,1.0,2.0,1.0,,1.0,1.0,2.0,200,2
108,20140110132111,25.1,1.0,85.0,150.0,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,72,5,,,2.0,2.0,1.0,4.0,,185,1
109,20140110132335,26.9,1.0,55.0,15.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,2.0,1.0,63,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,152,1
110,20140111130038,21.1,5.0,15.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,1.0,3.0,1.0,66,5,1.0,2.0,1.0,,1.0,2.0,2.0,131,1
111,20140111130133,26.9,5.0,30.0,,,2.0,2.0,2.0,,2.0,,,1.0,1.0,3.0,1.0,62,5,1.0,1.0,1.0,,1.0,1.0,2.0,147,1
112,20140111130136,33.200001,3.0,120.0,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,69,5,,,2.0,,,,,225,2
113,20140111130147,28.299999,1.0,25.0,50.0,,1.0,1.0,2.0,,1.0,7.0,2.0,1.0,2.0,2.0,1.0,63,5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,160,1
114,20140111130176,34.200001,1.0,90.0,15.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,71,5,1.0,2.0,3.0,2.0,,,2.0,245,2
115,20140111130501,31.799999,5.0,25.0,,,2.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,66,5,,,2.0,,3.0,3.0,,197,2
116,20140111130502,23.799999,1.0,135.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,65,5,,,2.0,1.0,,,,143,1
117,20140111130503,42.799999,5.0,30.0,5.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,69,5,1.0,2.0,1.0,,1.0,2.0,2.0,290,2
118,20140111130508,23.700001,3.0,50.0,20.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,2.0,72,5,,,2.0,1.0,,,,175,1
119,20140111130521,21.700001,1.0,45.0,40.0,,2.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,58,5,1.0,2.0,1.0,,2.0,2.0,2.0,104,1
120,20140111130562,27.4,1.0,70.0,20.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,175,1
121,20140111130564,26.5,1.0,60.0,120.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,70,5,,,2.0,2.0,1.0,1.0,,185,1
122,20140111130568,36.599998,1.0,75.0,,,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,2.0,1.0,5.0,2.0,200,2
123,20140111130584,30.4,1.0,45.0,30.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,68,5,,,2.0,1.0,,,,200,2
124,20140111130585,22.1,5.0,50.0,,,1.0,2.0,1.0,5.0,2.0,,,1.0,2.0,3.0,2.0,63,5,,,2.0,2.0,,,,125,1
125,20140111130596,21.299999,1.0,75.0,5.0,,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,63,5,1.0,2.0,1.0,2.0,1.0,4.0,1.0,120,1
126,20140111130618,37.0,5.0,120.0,,,2.0,2.0,2.0,,2.0,,,1.0,1.0,3.0,1.0,56,5,,,2.0,,2.0,1.0,,165,2
127,20140111130624,26.200001,1.0,65.0,10.0,,1.0,1.0,2.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,67,5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,167,1
128,20140111130650,25.9,1.0,75.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,71,5,1.0,2.0,1.0,,1.0,2.0,2.0,186,1
129,20140111130720,27.700001,1.0,105.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,1.0,1.0,73,5,1.0,2.0,1.0,1.0,1.0,4.0,1.0,210,1
130,20140111130730,18.5,1.0,75.0,,,1.0,,2.0,,1.0,2.0,1.0,1.0,2.0,4.0,1.0,68,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,122,1
131,20140111130758,27.1,3.0,20.0,7.0,,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,168,1
132,20140111130843,32.5,1.0,60.0,30.0,1.0,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,3.0,75,5,1.0,2.0,3.0,1.0,1.0,2.0,2.0,260,2
134,20140111130862,14.9,3.0,15.0,5.0,,2.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,68,5,1.0,2.0,1.0,,2.0,4.0,2.0,98,1
135,20140111130868,36.900002,5.0,150.0,450.0,,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,69,5,,,2.0,,,,,250,2
136,20140111130922,27.4,2.0,240.0,405.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,67,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,175,1
137,20140111130929,23.799999,1.0,155.0,,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,62,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,130,1
138,20140111130952,31.9,5.0,90.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,2.0,65,5,,,2.0,2.0,,,,192,2
139,20140111130981,23.0,1.0,40.0,,,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,3.0,63,5,1.0,2.0,3.0,,2.0,3.0,2.0,130,1
140,20140111130984,19.200001,1.0,15.0,85.0,,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,62,5,,,2.0,2.0,,,,105,1
141,20140111130986,30.1,1.0,180.0,9.0,,1.0,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,1.0,70,5,1.0,2.0,1.0,2.0,1.0,5.0,2.0,210,2
142,20140111130991,24.6,1.0,90.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,1.0,1.0,61,5,1.0,2.0,1.0,,1.0,2.0,2.0,130,1
143,20140111130997,26.4,2.0,70.0,110.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,60,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,135,1
144,20140111130998,20.6,1.0,60.0,20.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,71,5,1.0,2.0,1.0,2.0,,,2.0,148,1
146,20140111131015,28.200001,5.0,45.0,5.0,,2.0,1.0,2.0,,1.0,8.0,1.0,1.0,2.0,3.0,2.0,66,5,,,2.0,,,,,175,1
147,20140111131019,30.700001,1.0,175.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,59,5,1.0,2.0,1.0,,1.0,4.0,2.0,152,2
148,20140111131031,38.099998,5.0,40.0,5.0,,1.0,1.0,2.0,,1.0,7.0,1.0,1.0,1.0,3.0,2.0,64,5,,,2.0,2.0,,,,222,2
149,20140111131042,27.799999,1.0,20.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,66,5,2.0,2.0,1.0,,3.0,6.0,,172,1
150,20140111131046,21.6,1.0,15.0,30.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,134,1
151,20140111131069,24.9,1.0,35.0,,,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,64,5,1.0,2.0,3.0,2.0,,,2.0,145,1
152,20140111131078,24.700001,1.0,35.0,,,2.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,,1.0,4.0,2.0,135,1
