,tucaseid,erbmi,erincome,ertpreat,ertseat,eudietsoda,eudrink,eueat,euexercise,euexfreq,eufastfd,eufastfdfrq,euffyday,eufdsit,eusnap,eugenhth,eugroshp,euhgt,euinclvl,eumeat,eumilk,euprpmel,eusoda,eustores,eustreason,eutherm,euwgt,bmi_class
7013,20140807141594,30.700001,1.0,35.0,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,66,5,2.0,2.0,1.0,1.0,2.0,2.0,,190,2
7014,20140807141601,21.799999,1.0,60.0,5.0,,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,66,5,,,2.0,,2.0,4.0,,135,1
7015,20140807141606,29.1,1.0,95.0,,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,1.0,1.0,2.0,1.0,186,1
7016,20140807141607,32.200001,5.0,18.0,10.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,62,5,2.0,2.0,1.0,1.0,2.0,1.0,,176,2
7017,20140807141609,36.900002,1.0,60.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,2.0,73,5,,,2.0,1.0,,,,280,2
7018,20140807141610,32.299999,3.0,95.0,,,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,70,5,,,2.0,,2.0,1.0,,225,2
7019,20140807141612,22.200001,1.0,90.0,,2.0,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,2.0,2.0,70,5,,,2.0,1.0,,,,155,1
7020,20140807141614,25.799999,,20.0,,2.0,1.0,2.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,170,1
7021,20140807141615,24.299999,1.0,27.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,4.0,1.0,68,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,160,1
7023,20140807141620,22.200001,1.0,70.0,2.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,2.0,68,5,,,2.0,2.0,,,,146,1
7025,20140807141623,25.6,1.0,40.0,5.0,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,59,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,127,1
7026,20140807141626,23.9,1.0,50.0,12.0,,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,66,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,148,1
7027,20140807141630,30.1,5.0,60.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,70,5,1.0,2.0,1.0,1.0,2.0,4.0,2.0,210,2
7028,20140807141631,25.1,1.0,90.0,30.0,,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,67,5,,,2.0,2.0,,,,160,1
7029,20140807141633,23.6,1.0,35.0,1.0,,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,160,1
7030,20140807141635,25.4,1.0,45.0,15.0,1.0,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,1.0,5.0,1.0,2.0,139,1
7031,20140807141636,17.5,5.0,,,2.0,1.0,2.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,72,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,129,1
7032,20140807141638,24.799999,1.0,85.0,,1.0,1.0,2.0,1.0,3.0,2.0,,,1.0,2.0,1.0,1.0,63,5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,140,1
7033,20140807141641,24.799999,3.0,120.0,107.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,60,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,127,1
7034,20140807141642,35.799999,1.0,90.0,15.0,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,65,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,215,2
7035,20140807141643,27.299999,1.0,80.0,5.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,4.0,1.0,60,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,140,1
7036,20140807141648,26.299999,1.0,20.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,66,5,1.0,2.0,1.0,1.0,1.0,5.0,2.0,163,1
7037,20140807141649,19.799999,5.0,20.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,5.0,2.0,73,5,,,2.0,2.0,,,,150,1
7038,20140807141652,15.8,2.0,30.0,60.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,1.0,4.0,2.0,70,5,,,2.0,2.0,,,,110,1
7039,20140807141656,28.200001,1.0,95.0,10.0,,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,,1.0,2.0,1.0,175,1
7040,20140807141662,25.700001,5.0,25.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,1.0,5.0,1.0,64,5,2.0,2.0,1.0,,1.0,2.0,,150,1
7041,20140807141669,25.799999,1.0,20.0,,,1.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,72,5,2.0,2.0,1.0,2.0,2.0,2.0,,190,1
7042,20140807141671,26.9,1.0,60.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,75,5,,,2.0,1.0,2.0,1.0,,215,1
7043,20140807141672,34.5,1.0,50.0,,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,67,5,1.0,2.0,3.0,1.0,1.0,2.0,2.0,220,2
7044,20140807141680,23.299999,1.0,45.0,30.0,2.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,1.0,1.0,65,5,,,2.0,1.0,1.0,1.0,,140,1
7045,20140807141681,25.799999,1.0,15.0,10.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,71,5,1.0,2.0,1.0,,1.0,2.0,2.0,185,1
7046,20140807141682,34.299999,5.0,60.0,30.0,,1.0,1.0,1.0,7.0,2.0,,,2.0,2.0,1.0,1.0,64,5,1.0,2.0,1.0,2.0,2.0,1.0,1.0,200,2
7047,20140807141684,31.9,5.0,300.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,72,5,,,2.0,,,,,235,2
7048,20140807141690,25.4,3.0,25.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,3.0,2.0,67,5,1.0,2.0,1.0,1.0,,,2.0,162,1
7049,20140807141691,25.1,1.0,5.0,10.0,,2.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,72,5,,,2.0,,2.0,6.0,,185,1
7050,20140807141694,20.6,1.0,90.0,,,2.0,2.0,1.0,7.0,2.0,,,1.0,2.0,2.0,2.0,64,5,,,2.0,,,,,120,1
7051,20140807141696,31.4,5.0,72.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,1.0,71,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,225,2
7052,20140807141697,20.799999,1.0,33.0,,,1.0,2.0,1.0,14.0,2.0,,,1.0,2.0,3.0,1.0,61,5,1.0,2.0,1.0,2.0,3.0,1.0,2.0,110,1
7053,20140807141700,36.599998,5.0,70.0,,,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,65,5,1.0,2.0,1.0,,2.0,1.0,2.0,220,2
7054,20140807141701,29.799999,3.0,70.0,,,2.0,2.0,1.0,7.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,67,5,,,2.0,,,,,190,1
7055,20140807141703,21.700001,1.0,30.0,15.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,72,5,,,2.0,1.0,,,,160,1
7056,20140807141706,34.0,1.0,30.0,,2.0,1.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,69,5,,,2.0,1.0,,,,230,2
7057,20140807141709,22.1,1.0,85.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,69,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,150,1
7058,20140807141713,23.6,1.0,120.0,40.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,68,5,,,2.0,1.0,,,,155,1
7060,20140807141718,22.200001,1.0,45.0,2.0,,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,1.0,2.0,70,5,1.0,2.0,3.0,2.0,,,2.0,155,1
7062,20140807141725,21.799999,1.0,30.0,15.0,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,66,5,1.0,2.0,1.0,2.0,1.0,6.0,2.0,135,1
7063,20140807141728,26.299999,1.0,80.0,,,2.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,69,5,1.0,2.0,1.0,,1.0,3.0,2.0,178,1
7064,20140807141731,35.0,5.0,120.0,,,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,68,5,1.0,2.0,1.0,2.0,1.0,4.0,2.0,230,2
7065,20140807141732,31.299999,1.0,45.0,,,2.0,2.0,2.0,,1.0,3.0,2.0,1.0,2.0,3.0,1.0,67,5,1.0,2.0,1.0,,2.0,2.0,2.0,200,2
7066,20140807141737,30.299999,1.0,40.0,10.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,59,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,150,2
7067,20140807141738,41.200001,1.0,50.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,240,2
7068,20140807141742,45.200001,1.0,15.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,70,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,315,2
7069,20140807141744,23.6,1.0,180.0,9.0,,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,69,5,,,2.0,2.0,,,,160,1
7070,20140807141753,24.4,1.0,30.0,10.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,3.0,3.0,71,5,,,2.0,2.0,1.0,2.0,,175,1
7072,20140807141756,21.9,1.0,55.0,20.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,76,5,,,2.0,1.0,,,,180,1
7073,20140807141762,20.200001,1.0,30.0,75.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,71,5,,,2.0,1.0,,,,145,1
7076,20140807141767,25.5,1.0,45.0,5.0,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,61,5,,,2.0,,,,,135,1
7077,20140807141773,41.900002,1.0,118.0,5.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,64,5,1.0,2.0,1.0,1.0,,,1.0,244,2
7078,20140807141775,35.400002,1.0,60.0,,1.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,2.0,69,5,,,2.0,1.0,,,,240,2
7079,20140807141779,20.1,3.0,5.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,117,1
7080,20140807141780,29.0,1.0,30.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,180,1
7081,20140807141784,27.9,5.0,50.0,,,2.0,2.0,1.0,14.0,2.0,,,1.0,2.0,3.0,2.0,71,5,,,2.0,,,,,200,1
7082,20140807141786,33.299999,1.0,60.0,,,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,70,5,1.0,2.0,3.0,,1.0,2.0,2.0,232,2
7083,20140807141788,32.299999,1.0,50.0,,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,200,2
7084,20140807141790,30.5,1.0,50.0,373.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,67,5,,,2.0,1.0,,,,195,2
7085,20140807141792,26.6,1.0,45.0,30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,64,5,,,2.0,1.0,,,,155,1
7086,20140807141793,24.4,1.0,75.0,2.0,,1.0,1.0,1.0,3.0,1.0,7.0,2.0,1.0,2.0,3.0,2.0,74,5,,,2.0,2.0,,,,190,1
7088,20140807141802,26.6,1.0,25.0,5.0,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,155,1
7089,20140807141806,28.5,1.0,15.0,30.0,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,72,5,1.0,1.0,3.0,2.0,,,2.0,210,1
7090,20140807141811,26.4,1.0,,10.0,2.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,3.0,2.0,73,5,,,2.0,1.0,,,,200,1
7091,20140807141815,25.5,1.0,20.0,10.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,4.0,2.0,61,5,,,2.0,1.0,,,,135,1
7092,20140807141816,33.400002,2.0,65.0,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,61,5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,177,2
7093,20140807141817,25.5,1.0,150.0,,,2.0,2.0,1.0,5.0,2.0,,,1.0,2.0,1.0,1.0,72,5,1.0,2.0,1.0,,5.0,3.0,1.0,188,1
7094,20140807141820,22.4,1.0,210.0,,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,73,5,,,2.0,,2.0,2.0,,170,1
7095,20140807141824,29.4,1.0,90.0,,2.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,70,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,205,1
7096,20140807141825,25.700001,3.0,70.0,,1.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,63,5,1.0,2.0,1.0,1.0,1.0,5.0,2.0,145,1
7097,20140807141827,27.200001,5.0,30.0,,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,58,5,1.0,2.0,1.0,,1.0,2.0,2.0,130,1
7098,20140807141829,23.9,1.0,210.0,15.0,,1.0,1.0,2.0,,1.0,7.0,1.0,1.0,2.0,3.0,3.0,63,5,2.0,2.0,1.0,2.0,1.0,2.0,,135,1
7099,20140807141834,29.299999,1.0,,20.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,4.0,1.0,61,5,1.0,2.0,1.0,2.0,1.0,1.0,2.0,155,1
7100,20140807141835,27.6,1.0,90.0,15.0,,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,71,5,,,2.0,2.0,,,,198,1
7101,20140807141838,27.5,5.0,55.0,7.0,,2.0,1.0,1.0,3.0,2.0,,,1.0,1.0,4.0,1.0,65,5,1.0,2.0,1.0,,2.0,1.0,1.0,165,1
7102,20140807141839,25.6,1.0,195.0,105.0,,1.0,1.0,1.0,11.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,75,5,1.0,2.0,1.0,2.0,,,2.0,205,1
7103,20140807141843,22.5,3.0,45.0,10.0,,1.0,1.0,1.0,7.0,2.0,,,1.0,2.0,4.0,1.0,60,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,115,1
7104,20140807141846,18.5,2.0,30.0,30.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,73,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,140,1
7105,20140807141847,37.299999,3.0,53.0,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,3.0,2.0,72,5,1.0,2.0,1.0,1.0,,,2.0,275,2
7107,20140807141850,22.200001,5.0,40.0,10.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,56,5,1.0,2.0,3.0,2.0,1.0,2.0,2.0,99,1
7108,20140807141855,24.1,1.0,30.0,20.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,67,5,,,2.0,2.0,2.0,2.0,,154,1
7109,20140807141856,22.9,1.0,90.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,3.0,66,5,2.0,2.0,3.0,1.0,1.0,2.0,,142,1
7110,20140807141858,32.299999,3.0,60.0,20.0,2.0,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,188,2
7111,20140807141864,29.0,3.0,65.0,,,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,66,5,1.0,2.0,3.0,2.0,2.0,1.0,2.0,180,1
7112,20140807141865,31.200001,1.0,80.0,,,2.0,,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,72,5,1.0,2.0,1.0,,2.0,1.0,1.0,230,2
7113,20140807141866,26.6,1.0,120.0,5.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,63,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,150,1
7115,20140807141877,25.700001,1.0,95.0,5.0,,1.0,1.0,2.0,,1.0,4.0,2.0,1.0,2.0,2.0,2.0,64,5,,,2.0,2.0,,,,150,1
7116,20140807141878,35.400002,2.0,15.0,10.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,69,5,1.0,2.0,3.0,2.0,,,2.0,240,2
7118,20140807141885,21.4,1.0,20.0,15.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,62,5,2.0,2.0,1.0,1.0,,,,117,1
7119,20140807141888,20.1,1.0,105.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,62,5,,,2.0,1.0,1.0,3.0,,110,1
7120,20140807141889,19.5,1.0,30.0,,,2.0,2.0,2.0,,1.0,3.0,2.0,1.0,2.0,1.0,2.0,65,5,,,2.0,,,,,117,1
7121,20140807141890,54.599998,1.0,150.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,63,5,,,2.0,1.0,1.0,1.0,,308,2
7122,20140807141892,28.1,1.0,195.0,15.0,,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,69,5,,,2.0,,,,,190,1
7123,20140807141901,26.299999,1.0,22.0,,,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,66,5,1.0,2.0,1.0,2.0,3.0,1.0,2.0,163,1
7124,20140807141902,27.5,5.0,50.0,30.0,,2.0,1.0,1.0,5.0,2.0,,,1.0,1.0,3.0,3.0,64,5,1.0,2.0,1.0,,1.0,3.0,2.0,160,1
7125,20140807141903,54.900002,1.0,,,,1.0,2.0,2.0,,1.0,6.0,1.0,2.0,2.0,3.0,1.0,64,5,2.0,2.0,1.0,2.0,1.0,4.0,,320,2
7126,20140807141904,19.6,5.0,70.0,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,62,5,,,2.0,2.0,,,,107,1
7128,20140807141907,24.1,1.0,75.0,,,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,72,5,,,2.0,2.0,,,,178,1
7129,20140807141911,18.5,2.0,,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,4.0,3.0,73,5,,,2.0,,1.0,1.0,,140,1
7130,20140807141917,27.4,1.0,40.0,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,62,5,1.0,2.0,1.0,,1.0,1.0,2.0,150,1
7131,20140807141926,26.1,5.0,110.0,12.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,1.0,4.0,1.0,66,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,162,1
7132,20140807141927,19.6,1.0,35.0,10.0,,2.0,1.0,1.0,7.0,2.0,,,1.0,2.0,3.0,3.0,67,5,,,2.0,,1.0,4.0,,125,1
7133,20140807141928,30.700001,1.0,60.0,,,2.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,71,5,1.0,2.0,1.0,,2.0,1.0,1.0,220,2
7134,20140807141929,25.700001,1.0,100.0,2.0,,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,64,5,1.0,2.0,1.0,,1.0,2.0,2.0,150,1
7135,20140807141934,36.599998,1.0,20.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,4.0,1.0,74,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,285,2
7136,20140807141938,25.799999,1.0,,45.0,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,70,5,,,2.0,,,,,180,1
7137,20140807141940,26.6,1.0,30.0,45.0,2.0,1.0,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,1.0,2.0,67,5,,,2.0,1.0,,,,170,1
7138,20140807141948,27.4,5.0,30.0,45.0,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,66,5,2.0,1.0,1.0,2.0,1.0,4.0,,170,1
7139,20140807141954,31.9,1.0,60.0,,2.0,1.0,2.0,1.0,7.0,2.0,,,1.0,2.0,3.0,1.0,63,5,1.0,2.0,1.0,1.0,2.0,4.0,2.0,180,2
7140,20140807141958,32.099998,5.0,70.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,61,5,1.0,2.0,1.0,,2.0,1.0,2.0,170,2
7141,20140807141960,21.5,1.0,,30.0,2.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,2.0,64,5,,,2.0,1.0,,,,125,1
7142,20140807141961,31.6,1.0,80.0,,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,65,5,1.0,2.0,1.0,,1.0,2.0,1.0,190,2
7143,20140807141963,29.9,5.0,45.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,66,5,,,2.0,2.0,,,,185,1
7144,20140807141965,28.700001,1.0,90.0,,,2.0,2.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,75,5,,,2.0,,5.0,6.0,,230,1
7145,20140807141971,35.5,1.0,55.0,5.0,2.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,1.0,66,5,,,2.0,1.0,2.0,1.0,,220,2
7146,20140807141973,25.1,1.0,45.0,10.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,72,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,185,1
7147,20140807141974,42.0,1.0,30.0,30.0,,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,63,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,237,2
7148,20140807141976,25.799999,1.0,90.0,15.0,,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,68,5,1.0,2.0,1.0,,2.0,4.0,2.0,170,1
7149,20140807141978,23.700001,1.0,75.0,5.0,,1.0,1.0,1.0,18.0,2.0,,,1.0,2.0,1.0,3.0,70,5,1.0,2.0,1.0,2.0,1.0,2.0,2.0,165,1
7150,20140807141980,18.799999,1.0,75.0,10.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,4.0,2.0,120,1
7151,20140807141986,32.099998,1.0,150.0,2.0,,2.0,1.0,1.0,4.0,2.0,,,1.0,2.0,3.0,1.0,66,5,1.0,2.0,1.0,,1.0,1.0,2.0,199,2
7152,20140807141988,23.200001,1.0,70.0,60.0,,2.0,1.0,1.0,5.0,2.0,,,1.0,2.0,3.0,1.0,64,5,1.0,2.0,1.0,,1.0,3.0,2.0,135,1
7153,20140807141991,27.4,,70.0,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,2.0,2.0,4.0,1.0,150,1
7154,20140807141992,32.900002,1.0,50.0,4.0,,1.0,1.0,1.0,4.0,2.0,,,1.0,2.0,2.0,2.0,67,5,1.0,2.0,3.0,2.0,,,1.0,210,2
7155,20140807141994,29.5,1.0,60.0,10.0,2.0,1.0,1.0,1.0,5.0,2.0,,,1.0,2.0,2.0,1.0,69,5,1.0,2.0,1.0,1.0,1.0,1.0,2.0,200,1
7156,20140807141996,23.299999,1.0,50.0,,,1.0,2.0,1.0,4.0,2.0,,,1.0,2.0,2.0,2.0,65,5,1.0,2.0,1.0,2.0,,,2.0,140,1
7157,20140807141998,31.299999,1.0,165.0,20.0,,1.0,1.0,1.0,7.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,4.0,2.0,200,2
7158,20140807142000,30.200001,1.0,35.0,20.0,1.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,1.0,1.0,2.0,2.0,165,2
7159,20140807142003,24.1,1.0,45.0,25.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,65,5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,145,1
7160,20140807142008,28.0,1.0,55.0,5.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,63,5,1.0,2.0,1.0,2.0,2.0,1.0,2.0,158,1
7161,20140807142010,26.0,5.0,30.0,75.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,65,5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,156,1
7162,20140807142015,19.700001,,45.0,,2.0,1.0,2.0,1.0,1.0,2.0,,,1.0,,3.0,2.0,72,5,,,2.0,1.0,,,,145,1
7163,20140807142020,22.9,5.0,100.0,,,2.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,1.0,62,5,1.0,2.0,1.0,,2.0,1.0,2.0,125,1
7164,20140807142024,23.200001,,95.0,,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,3.0,2.0,74,5,,,2.0,1.0,,,,181,1
7165,20140807142027,22.700001,5.0,20.0,,,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,4.0,2.0,63,5,1.0,2.0,1.0,,,,2.0,128,1
7166,20140807142033,25.0,1.0,130.0,,,2.0,2.0,1.0,8.0,2.0,,,1.0,2.0,2.0,1.0,71,5,2.0,2.0,1.0,,1.0,3.0,,179,1
7167,20140807142039,28.200001,5.0,,30.0,,1.0,1.0,1.0,5.0,2.0,,,1.0,1.0,3.0,1.0,67,5,1.0,2.0,1.0,2.0,1.0,3.0,2.0,180,1
